read,7,8,0,11082
read,4,8,0,11029
read,3,8,0,11073
read,1,8,0,11136
read,6,8,0,11137
read,0,8,0,11155
read,5,8,0,11212
read,2,8,0,11074
net.imagej.ops.create.img.CreateImgFromDimsAndType,7,8,0,172
net.imagej.ops.create.img.CreateImgFromDimsAndType,4,8,0,173
net.imagej.ops.create.img.CreateImgFromDimsAndType,3,8,0,190
net.imagej.ops.create.img.CreateImgFromDimsAndType,1,8,0,189
net.imagej.ops.create.img.CreateImgFromDimsAndType,6,8,0,195
net.imagej.ops.create.img.CreateImgFromDimsAndType,0,8,0,182
net.imagej.ops.create.img.CreateImgFromDimsAndType,5,8,0,179
net.imagej.ops.create.img.CreateImgFromDimsAndType,2,8,0,177
cz.it4i.scijava.mpi.ops.parallel.ThreadedParallel,7,8,0,1642
cz.it4i.scijava.mpi.ops.parallel.ThreadedParallel,4,8,0,1649
cz.it4i.scijava.mpi.ops.parallel.ThreadedParallel,1,8,0,1640
cz.it4i.scijava.mpi.ops.parallel.ThreadedParallel,3,8,0,1659
cz.it4i.scijava.mpi.ops.parallel.ThreadedParallel,0,8,0,1640
cz.it4i.scijava.mpi.ops.parallel.ThreadedParallel,6,8,0,1660
cz.it4i.scijava.mpi.ops.parallel.ThreadedParallel,5,8,0,1638
cz.it4i.scijava.mpi.ops.parallel.ThreadedParallel,2,8,0,1650
barrier,2,8,0,22
barrier,7,8,0,156
barrier,6,8,0,52
barrier,3,8,0,92
barrier,4,8,0,148
barrier,0,8,0,72
barrier,1,8,0,113
barrier,5,8,0,42
gather,2,8,0,236
gather,6,8,0,211
cz.it4i.scijava.mpi.ops.parallel.Parallel,2,8,0,1955
gather,4,8,0,203
cz.it4i.scijava.mpi.ops.parallel.Parallel,6,8,0,2012
convert.rgb2grayscale,2,8,0,2232
cz.it4i.scijava.mpi.ops.parallel.Parallel,4,8,0,2115
convert.rgb2grayscale,6,8,0,2305
gather,0,8,0,243
gather,1,8,0,246
gather,5,8,0,238
convert.rgb2grayscale,4,8,0,2382
gather,7,8,0,332
gather,3,8,0,307
net.imagej.ops.Ops.Create.ImgFactory,2,8,0,1
cz.it4i.scijava.mpi.ops.parallel.Parallel,0,8,0,2097
cz.it4i.scijava.mpi.ops.parallel.Parallel,1,8,0,2146
cz.it4i.scijava.mpi.ops.parallel.Parallel,5,8,0,2108
net.imagej.ops.Ops.Create.ImgFactory,6,8,0,1
cz.it4i.scijava.mpi.ops.parallel.Parallel,7,8,0,2238
cz.it4i.scijava.mpi.ops.parallel.Parallel,3,8,0,2213
net.imagej.ops.Ops.Create.ImgFactory,4,8,0,1
convert.rgb2grayscale,0,8,0,2438
convert.rgb2grayscale,1,8,0,2482
convert.rgb2grayscale,5,8,0,2450
convert.rgb2grayscale,7,8,0,2570
convert.rgb2grayscale,3,8,0,2553
net.imagej.ops.Ops.Create.ImgFactory,0,8,0,1
net.imagej.ops.Ops.Create.ImgFactory,1,8,0,1
net.imagej.ops.Ops.Create.ImgFactory,5,8,0,1
net.imagej.ops.Ops.Create.ImgFactory,7,8,0,1
net.imagej.ops.Ops.Create.ImgFactory,3,8,0,1
net.imagej.ops.Ops.Create.Img,2,8,0,621
net.imagej.ops.Ops.Create.Img,6,8,0,596
net.imagej.ops.Ops.Create.Img,7,8,0,523
net.imagej.ops.Ops.Create.Img,0,8,0,573
net.imagej.ops.Ops.Create.Img,1,8,0,586
net.imagej.ops.Ops.Create.Img,4,8,0,751
net.imagej.ops.Ops.Create.Img,3,8,0,572
net.imagej.ops.Ops.Create.Img,5,8,0,650
cz.it4i.scijava.mpi.ops.parallel.ThreadedParallel,2,8,0,471
cz.it4i.scijava.mpi.ops.parallel.ThreadedParallel,6,8,0,492
cz.it4i.scijava.mpi.ops.parallel.ThreadedParallel,0,8,0,480
cz.it4i.scijava.mpi.ops.parallel.ThreadedParallel,1,8,0,478
cz.it4i.scijava.mpi.ops.parallel.ThreadedParallel,7,8,0,510
cz.it4i.scijava.mpi.ops.parallel.ThreadedParallel,4,8,0,473
cz.it4i.scijava.mpi.ops.parallel.ThreadedParallel,3,8,0,482
cz.it4i.scijava.mpi.ops.parallel.ThreadedParallel,5,8,0,493
barrier,5,8,0,0
barrier,0,8,0,110
barrier,3,8,0,54
barrier,7,8,0,84
barrier,2,8,0,311
barrier,4,8,0,71
barrier,1,8,0,96
barrier,6,8,0,278
gather,4,8,0,1059
cz.it4i.scijava.mpi.ops.parallel.Parallel,4,8,0,1730
net.imagej.ops.Ops.Convert.Float64,4,8,0,2532
net.imagej.ops.Ops.Create.ImgFactory,4,8,0,1
net.imagej.ops.Ops.Create.Kernel,4,8,0,10
gather,2,8,0,1403
gather,6,8,0,1366
cz.it4i.scijava.mpi.ops.parallel.Parallel,2,8,0,2281
cz.it4i.scijava.mpi.ops.parallel.Parallel,6,8,0,2282
net.imagej.ops.Ops.Convert.Float64,2,8,0,2967
net.imagej.ops.Ops.Convert.Float64,6,8,0,2950
net.imagej.ops.Ops.Create.ImgFactory,2,8,0,1
net.imagej.ops.Ops.Create.ImgFactory,6,8,0,1
net.imagej.ops.Ops.Create.Kernel,2,8,0,25
net.imagej.ops.Ops.Create.Kernel,6,8,0,25
gather,0,8,0,1649
cz.it4i.scijava.mpi.ops.parallel.Parallel,0,8,0,2292
net.imagej.ops.Ops.Convert.Float64,0,8,0,2911
net.imagej.ops.Ops.Create.ImgFactory,0,8,0,1
net.imagej.ops.Ops.Create.Kernel,0,8,0,13
net.imagej.ops.Ops.Create.Img,4,8,0,573
gather,1,8,0,1707
cz.it4i.scijava.mpi.ops.parallel.Parallel,1,8,0,2402
net.imagej.ops.Ops.Convert.Float64,1,8,0,3027
net.imagej.ops.Ops.Create.ImgFactory,1,8,0,1
net.imagej.ops.Ops.Create.Kernel,1,8,0,12
gather,5,8,0,1837
cz.it4i.scijava.mpi.ops.parallel.Parallel,5,8,0,2367
net.imagej.ops.Ops.Convert.Float64,5,8,0,3060
net.imagej.ops.Ops.Create.ImgFactory,5,8,0,1
net.imagej.ops.Ops.Create.Kernel,5,8,0,15
gather,7,8,0,1894
gather,3,8,0,1914
cz.it4i.scijava.mpi.ops.parallel.Parallel,7,8,0,2579
cz.it4i.scijava.mpi.ops.parallel.Parallel,3,8,0,2527
net.imagej.ops.Ops.Convert.Float64,7,8,0,3175
net.imagej.ops.Ops.Convert.Float64,3,8,0,3174
net.imagej.ops.Ops.Create.ImgFactory,7,8,0,1
net.imagej.ops.Ops.Create.ImgFactory,3,8,0,1
net.imagej.ops.Ops.Create.Kernel,7,8,0,26
net.imagej.ops.Ops.Create.Kernel,3,8,0,24
net.imagej.ops.Ops.Create.Img,6,8,0,486
net.imagej.ops.Ops.Create.Img,2,8,0,630
net.imagej.ops.Ops.Create.Img,0,8,0,574
net.imagej.ops.Ops.Create.Img,1,8,0,504
net.imagej.ops.Ops.Create.Img,5,8,0,616
