read,5,8,0,3925
read,0,8,0,3576
read,6,8,0,3873
read,2,8,0,3974
read,7,8,0,3912
read,4,8,0,3907
read,3,8,0,3960
read,1,8,0,4044
net.imagej.ops.Ops.Create.Img,5,8,0,385
net.imagej.ops.Ops.Create.Img,6,8,0,381
net.imagej.ops.Ops.Create.Img,7,8,0,384
net.imagej.ops.Ops.Create.ImgFactory,5,8,0,1
net.imagej.ops.Ops.Create.Img,0,8,0,424
net.imagej.ops.Ops.Create.ImgFactory,6,8,0,1
net.imagej.ops.Ops.Create.Img,2,8,0,429
net.imagej.ops.Ops.Create.Img,1,8,0,378
net.imagej.ops.Ops.Create.Img,4,8,0,409
net.imagej.ops.Ops.Create.Img,3,8,0,404
net.imagej.ops.Ops.Create.ImgFactory,7,8,0,1
net.imagej.ops.Ops.Create.ImgFactory,0,8,0,1
net.imagej.ops.Ops.Create.ImgFactory,2,8,0,1
net.imagej.ops.Ops.Create.ImgFactory,1,8,0,1
net.imagej.ops.Ops.Create.ImgFactory,3,8,0,1
net.imagej.ops.Ops.Create.ImgFactory,4,8,0,1
com.mycompany.imagej.ops.parallel.ThreadedParallel,6,8,0,525
com.mycompany.imagej.ops.parallel.ThreadedParallel,0,8,0,444
com.mycompany.imagej.ops.parallel.ThreadedParallel,2,8,0,457
com.mycompany.imagej.ops.parallel.ThreadedParallel,5,8,0,615
com.mycompany.imagej.ops.parallel.ThreadedParallel,4,8,0,475
com.mycompany.imagej.ops.parallel.ThreadedParallel,1,8,0,533
com.mycompany.imagej.ops.parallel.ThreadedParallel,7,8,0,687
com.mycompany.imagej.ops.parallel.ThreadedParallel,3,8,0,747
barrier,6,8,0,362
barrier,2,8,0,332
barrier,4,8,0,270
barrier,0,8,0,350
barrier,3,8,0,22
barrier,1,8,0,252
barrier,7,8,0,138
barrier,5,8,0,308
gather,4,8,0,682
com.mycompany.imagej.ops.parallel.Parallel,4,8,0,1502
net.imagej.ops.Ops.Math.Add,4,8,0,1593
total_op,4,8,0,2099
gather,7,8,0,864
com.mycompany.imagej.ops.parallel.Parallel,7,8,0,1818
net.imagej.ops.Ops.Math.Add,7,8,0,1917
total_op,7,8,0,2357
gather,6,8,0,1079
com.mycompany.imagej.ops.parallel.Parallel,6,8,0,2017
net.imagej.ops.Ops.Math.Add,6,8,0,2084
total_op,6,8,0,2517
gather,3,8,0,1063
com.mycompany.imagej.ops.parallel.Parallel,3,8,0,1929
gather,2,8,0,1124
net.imagej.ops.Ops.Math.Add,3,8,0,2020
com.mycompany.imagej.ops.parallel.Parallel,2,8,0,2003
total_op,3,8,0,2553
net.imagej.ops.Ops.Math.Add,2,8,0,2104
total_op,2,8,0,2643
gather,5,8,0,1176
com.mycompany.imagej.ops.parallel.Parallel,5,8,0,2248
gather,1,8,0,1235
net.imagej.ops.Ops.Math.Add,5,8,0,2336
com.mycompany.imagej.ops.parallel.Parallel,1,8,0,2153
total_op,5,8,0,2801
net.imagej.ops.Ops.Math.Add,1,8,0,2251
total_op,1,8,0,2736
gather,0,8,0,1489
com.mycompany.imagej.ops.parallel.Parallel,0,8,0,2380
net.imagej.ops.Ops.Math.Add,0,8,0,2503
total_op,0,8,0,3057
net.imagej.ops.Ops.Create.Img,4,8,3,350
net.imagej.ops.Ops.Create.ImgFactory,4,8,3,1
com.mycompany.imagej.ops.parallel.ThreadedParallel,4,8,3,28
net.imagej.ops.Ops.Create.Img,6,8,3,275
net.imagej.ops.Ops.Create.ImgFactory,6,8,3,0
net.imagej.ops.Ops.Create.Img,2,8,3,383
com.mycompany.imagej.ops.parallel.ThreadedParallel,6,8,3,29
net.imagej.ops.Ops.Create.ImgFactory,2,8,3,1
net.imagej.ops.Ops.Create.Img,1,8,3,267
com.mycompany.imagej.ops.parallel.ThreadedParallel,2,8,3,29
net.imagej.ops.Ops.Create.ImgFactory,1,8,3,0
com.mycompany.imagej.ops.parallel.ThreadedParallel,1,8,3,19
net.imagej.ops.Ops.Create.Img,5,8,3,327
net.imagej.ops.Ops.Create.ImgFactory,5,8,3,1
com.mycompany.imagej.ops.parallel.ThreadedParallel,5,8,3,28
net.imagej.ops.Ops.Create.Img,3,8,3,328
net.imagej.ops.Ops.Create.Img,7,8,3,306
net.imagej.ops.Ops.Create.ImgFactory,3,8,3,1
net.imagej.ops.Ops.Create.ImgFactory,7,8,3,1
com.mycompany.imagej.ops.parallel.ThreadedParallel,3,8,3,30
com.mycompany.imagej.ops.parallel.ThreadedParallel,7,8,3,21
net.imagej.ops.Ops.Create.Img,0,8,3,318
net.imagej.ops.Ops.Create.ImgFactory,0,8,3,0
com.mycompany.imagej.ops.parallel.ThreadedParallel,0,8,3,23
barrier,7,8,3,76
barrier,1,8,3,329
barrier,3,8,3,89
barrier,5,8,3,260
barrier,4,8,3,611
barrier,0,8,3,34
barrier,6,8,3,430
barrier,2,8,3,371
gather,4,8,3,583
com.mycompany.imagej.ops.parallel.Parallel,4,8,3,1346
net.imagej.ops.Ops.Math.Add,4,8,3,1381
total_op,4,8,3,1769
gather,0,8,3,742
gather,6,8,3,737
com.mycompany.imagej.ops.parallel.Parallel,0,8,3,897
gather,1,8,3,821
com.mycompany.imagej.ops.parallel.Parallel,6,8,3,1347
gather,5,8,3,794
net.imagej.ops.Ops.Create.Img,4,8,4,189
net.imagej.ops.Ops.Math.Add,0,8,3,929
com.mycompany.imagej.ops.parallel.Parallel,1,8,3,1232
net.imagej.ops.Ops.Math.Add,6,8,3,1436
com.mycompany.imagej.ops.parallel.Parallel,5,8,3,1195
gather,7,8,3,899
gather,3,8,3,873
net.imagej.ops.Ops.Create.ImgFactory,4,8,4,1
total_op,0,8,3,1326
net.imagej.ops.Ops.Math.Add,1,8,3,1315
total_op,6,8,3,1812
net.imagej.ops.Ops.Math.Add,5,8,3,1265
com.mycompany.imagej.ops.parallel.Parallel,7,8,3,1105
com.mycompany.imagej.ops.parallel.Parallel,3,8,3,1133
total_op,1,8,3,1696
com.mycompany.imagej.ops.parallel.ThreadedParallel,4,8,4,27
gather,2,8,3,939
